569.7	140.4
569.4	140.6
569.3	140.8
569	141
569	141.2
568.7	141.4
568.6	141.6
568.6	141.8
568.4	142
568.2	142.2
568.1	142.4
568.1	142.6
567.9	142.8
567.6	143
567.5	143.2
567.5	143.4
567.3	143.6
567.1	143.8
567	144
567	144.2
566.7	144.4
566.6	144.6
566.4	144.8
566.4	145
566.2	145.2
566.1	145.4
566.1	145.6
565.9	145.8
565.8	146
565.7	146.2
565.7	146.4
565.7	146.6
565.5	146.8
565.3	147
565.3	147.2
565.3	147.4
565.2	147.6
565.2	147.8
565.2	148
565.2	148.2
565.1	148.4
565.1	148.6
565.1	148.8
565.1	149
565.2	149.2
565.2	149.4
565.4	149.6
565.3	149.8
565.4	150
565.4	150.2
565.5	150.4
565.5	150.6
565.8	150.8
565.8	151
565.8	151.2
566	151.4
566.1	151.6
566.1	151.8
566.4	152
566.4	152.2
566.7	152.4
566.7	152.6
566.7	152.8
566.8	153
566.8	153.2
567	153.4
567.2	153.6
567.4	153.8
567.4	154
567.5	154.2
567.7	154.4
567.8	154.6
567.8	154.8
568	155
568.1	155.2
568.3	155.4
568.3	155.6
568.4	155.8
568.5	156
568.6	156.2
568.6	156.4
568.6	156.6
568.9	156.8
568.9	157
568.9	157.2
569	157.4
569.1	157.6
569.1	157.8
569.2	158
569.3	158.2
569.5	158.4
569.6	158.6
569.6	158.8
569.6	159
569.6	159.2
569.6	159.4
569.7	159.6
569.6	159.8
569.8	160
569.8	160.2
569.9	160.4
569.9	160.6
570	160.8
570	161
570.1	161.2
570.1	161.4
570.1	161.6
570.1	161.8
570.2	162
570.1	162.2
570.3	162.4
570.3	162.6
570.4	162.8
570.3	163
570.3	163.2
570.3	163.4
570.4	163.6
570.4	163.8
570.4	164
570.6	164.2
570.5	164.4
570.5	164.6
570.5	164.8
570.5	165
570.5	165.2
570.6	165.4
570.6	165.6
570.6	165.8
570.6	166
570.7	166.2
570.7	166.4
570.7	166.6
570.7	166.8
570.7	167
570.6	167.2
570.7	167.4
570.6	167.6
570.6	167.8
570.7	168
570.7	168.2
570.6	168.4
570.6	168.6
570.7	168.8
570.7	169
570.7	169.2
570.7	169.4
570.7	169.6
570.6	169.8
570.6	170
570.6	170.2
570.7	170.4
570.5	170.6
570.5	170.8
570.6	171
570.6	171.2
570.6	171.4
570.6	171.6
570.5	171.8
570.6	172
570.6	172.2
570.6	172.4
570.6	172.6
570.6	172.8
570.6	173
570.6	173.2
570.5	173.4
570.5	173.6
570.5	173.8
570.6	174
570.4	174.2
570.4	174.4
570.4	174.6
570.5	174.8
570.4	175
570.5	175.2
570.5	175.4
570.3	175.6
570.4	175.8
570.4	176
570.4	176.2
570.4	176.4
570.2	176.6
570.2	176.8
570.2	177
570.4	177.2
570.3	177.4
570.3	177.6
570.2	177.8
570.1	178
570.2	178.2
570.2	178.4
570.1	178.6
570.2	178.8
570	179
570	179.2
570.1	179.4
570	179.6
570	179.8
570	180
569.9	180.2
569.9	180.4
569.9	180.6
569.9	180.8
569.8	181
569.8	181.2
569.8	181.4
569.9	181.6
569.7	181.8
569.7	182
569.7	182.2
569.7	182.4
569.6	182.6
569.6	182.8
569.6	183
569.5	183.2
569.5	183.4
569.4	183.6
569.4	183.8
569.5	184
569.4	184.2
569.3	184.4
569.3	184.6
569.3	184.8
569.2	185
569.3	185.2
569.3	185.4
569.2	185.6
569.2	185.8
569.2	186
569.1	186.2
569.1	186.4
569.1	186.6
569.1	186.8
568.9	187
569	187.2
569	187.4
569	187.6
568.8	187.8
568.9	188
568.6	188.2
568.6	188.4
568.6	188.6
568.6	188.8
568.6	189
568.6	189.2
568.6	189.4
568.6	189.6
568.6	189.8
568.5	190
568.4	190.2
568.4	190.4
568.4	190.6
568.4	190.8
568.3	191
568.2	191.2
568.2	191.4
568.1	191.6
568.1	191.8
568.1	192
568.1	192.2
567.9	192.4
567.9	192.6
567.9	192.8
567.9	193
567.9	193.2
567.8	193.4
567.8	193.6
567.7	193.8
567.7	194
567.6	194.2
567.6	194.4
567.5	194.6
567.6	194.8
567.4	195
567.4	195.2
567.3	195.4
567.2	195.6
567.1	195.8
567.1	196
567.1	196.2
567.1	196.4
567.1	196.6
567.1	196.8
566.9	197
566.8	197.2
566.8	197.4
566.9	197.6
566.7	197.8
566.6	198
566.6	198.2
566.5	198.4
566.4	198.6
566.4	198.8
566.4	199
566.4	199.2
566.3	199.4
566.2	199.6
566.2	199.8
566.1	200
566	200.2
566	200.4
566	200.6
565.9	200.8
565.7	201
565.7	201.2
565.7	201.4
565.6	201.6
565.5	201.8
565.5	202
565.4	202.2
565.4	202.4
565.2	202.6
565.2	202.8
565.2	203
565	203.2
564.8	203.4
564.8	203.6
564.8	203.8
564.7	204
564.7	204.2
564.7	204.4
564.5	204.6
564.5	204.8
564.5	205
564.4	205.2
564.3	205.4
564.2	205.6
564.2	205.8
564.1	206
564.1	206.2
564	206.4
564	206.6
564	206.8
563.8	207
563.8	207.2
563.8	207.4
563.7	207.6
563.6	207.8
563.6	208
563.6	208.2
563.4	208.4
563.3	208.6
563.4	208.8
563.4	209
563.3	209.2
563.2	209.4
563.2	209.6
563.2	209.8
563.2	210
563.1	210.2
563.1	210.4
563.1	210.6
563	210.8
562.9	211
562.9	211.2
562.9	211.4
562.7	211.6
562.7	211.8
562.7	212
562.7	212.2
562.6	212.4
562.5	212.6
562.5	212.8
562.5	213
562.3	213.2
562.2	213.4
562.2	213.6
562.2	213.8
562.1	214
562	214.2
562	214.4
562	214.6
561.8	214.8
561.6	215
561.6	215.2
561.5	215.4
561.6	215.6
561.5	215.8
561.5	216
561.3	216.2
561.2	216.4
561.2	216.6
561.2	216.8
561.1	217
561	217.2
561	217.4
561.1	217.6
560.7	217.8
560.7	218
560.7	218.2
560.5	218.4
560.4	218.6
560.4	218.8
560.4	219
560.2	219.2
559.9	219.4
559.9	219.6
559.9	219.8
559.8	220
559.9	220.2
